phone,data_gb,call_min,vas_sub,daily_data_used,Weekly_data_used,Monthly_data_used,av_expired_data,daily_av_call,weekly_av_call,monthly_av_call,manual_recommendation,manual_incentive
8139674909,1.28,150,True,336mb,2.15gb,9.86gb,415mb,51min,306min,1530min,Auto-generated MTN recommendation,None
8038304100,0.21,193,True,201mb,819mb,3.49gb,158mb,37min,259min,777min,Auto-generated MTN recommendation,Data
7034286730,21.75,86,False,828mb,4.47gb,18.86gb,5.13gb,60min,360min,1800min,Auto-generated MTN recommendation,Data
8161772193,0.27,140,True,502mb,3.07gb,13.91gb,66mb,57min,228min,684min,Auto-generated MTN recommendation,None
9035525102,1.9,134,False,1009mb,6.63gb,20.53gb,1.0gb,43min,258min,1290min,Auto-generated MTN recommendation,None
7067486646,22.14,15,True,586mb,3.26gb,14.85gb,17.41gb,8min,40min,120min,Auto-generated MTN recommendation,Data
9039786731,1.3,62,True,1.78gb,11.78gb,43.49gb,339mb,20min,140min,700min,Auto-generated MTN recommendation,Data
8136994603,20.6,85,False,931mb,3.71gb,17.33gb,13.29gb,9min,36min,108min,Auto-generated MTN recommendation,Airtime
7032873920,0.52,107,True,1.44gb,9.76gb,30.89gb,370mb,9min,36min,108min,Auto-generated MTN recommendation,Airtime
9062263173,2.21,116,True,890mb,5.97gb,19.01gb,2.04gb,1min,5min,25min,Auto-generated MTN recommendation,None
9035747621,4.06,44,True,1.99gb,9.87gb,38.35gb,877mb,14min,84min,420min,Auto-generated MTN recommendation,Airtime
7064527042,5.05,61,False,802mb,3.61gb,12.62gb,1.29gb,33min,132min,396min,Auto-generated MTN recommendation,Airtime
7069760515,0.21,347,False,719mb,3.5gb,13.29gb,53mb,35min,245min,1225min,Auto-generated MTN recommendation,Data
7036077750,13.19,65,False,121mb,558mb,2.57gb,8.99gb,42min,294min,1176min,Auto-generated MTN recommendation,None
8135492330,6.45,59,False,1.6gb,7.17gb,27.17gb,2.52gb,10min,70min,210min,Auto-generated MTN recommendation,None
8136820313,1.76,143,True,225mb,1.26gb,4.29gb,1.55gb,1min,7min,35min,Auto-generated MTN recommendation,Airtime
8039965209,10.31,64,True,1.13gb,7.49gb,26.14gb,10.19gb,7min,42min,168min,Auto-generated MTN recommendation,None
8138490329,7.35,91,False,1.07gb,7.03gb,29.35gb,3.81gb,11min,44min,132min,Auto-generated MTN recommendation,Data
8138332269,15.04,62,True,90mb,383mb,1.67gb,8.96gb,47min,282min,846min,Auto-generated MTN recommendation,Airtime
8032249406,0.16,181,False,65mb,364mb,1.23gb,45mb,4min,20min,100min,Auto-generated MTN recommendation,None
8134670842,4.39,54,True,295mb,1.34gb,4.06gb,3.38gb,51min,204min,1020min,Auto-generated MTN recommendation,Data
8133014110,0.28,386,True,1.21gb,6.33gb,27.91gb,11mb,9min,54min,270min,Auto-generated MTN recommendation,Data
7036276622,20.57,47,True,1.71gb,7.3gb,33.06gb,5.16gb,33min,231min,1155min,Auto-generated MTN recommendation,Data
8061795112,7.29,98,True,1.0gb,4.63gb,15.83gb,6.64gb,54min,216min,1080min,Auto-generated MTN recommendation,Data
8061349508,0.95,53,True,483mb,2.89gb,14.16gb,426mb,57min,228min,1140min,Auto-generated MTN recommendation,None
9063640783,3.89,63,False,220mb,1021mb,3.35gb,2.03gb,35min,210min,1050min,Auto-generated MTN recommendation,Airtime
7035971859,1.22,93,True,461mb,2.17gb,7.95gb,698mb,46min,276min,1380min,Auto-generated MTN recommendation,Airtime
8135618996,0.53,98,True,570mb,3.34gb,13.92gb,96mb,44min,220min,660min,Auto-generated MTN recommendation,Data
8062386490,1.74,105,False,147mb,990mb,2.91gb,139mb,35min,140min,420min,Auto-generated MTN recommendation,Data
8066992874,0.19,199,True,1.42gb,6.74gb,29.97gb,84mb,42min,168min,840min,Auto-generated MTN recommendation,None
7067931041,0.22,252,True,408mb,1.67gb,7.8gb,155mb,8min,40min,200min,Auto-generated MTN recommendation,Airtime
8068762055,20.58,22,True,1014mb,4.24gb,19.41gb,14.06gb,59min,354min,1416min,Auto-generated MTN recommendation,None
8037940262,15.52,97,True,301mb,1.83gb,7.9gb,1.68gb,54min,216min,648min,Auto-generated MTN recommendation,Airtime
8067545969,0.09,162,True,539mb,3.52gb,12.06gb,1mb,54min,324min,972min,Auto-generated MTN recommendation,Airtime
8066413859,3.89,35,True,171mb,1.02gb,4.06gb,3.59gb,22min,110min,550min,Auto-generated MTN recommendation,None
8168361380,7.31,42,True,1.14gb,5.44gb,25.33gb,4.92gb,51min,204min,612min,Auto-generated MTN recommendation,Data
7037226568,0.22,267,False,323mb,2.18gb,10.75gb,195mb,40min,280min,1400min,Auto-generated MTN recommendation,Data
7034516133,0.18,281,True,585mb,2.98gb,10.31gb,32mb,33min,132min,528min,Auto-generated MTN recommendation,Data
8166607309,4.3,93,True,961mb,4.95gb,17.5gb,4.29gb,17min,85min,255min,Auto-generated MTN recommendation,Airtime
8163247360,7.87,93,True,1.87gb,9.74gb,35.05gb,1.13gb,22min,132min,528min,Auto-generated MTN recommendation,Data
8164898593,1.7,79,True,1.36gb,6.76gb,28.17gb,1.39gb,36min,180min,900min,Auto-generated MTN recommendation,Data
9069341441,1.72,57,True,1.33gb,7.94gb,29.99gb,737mb,55min,220min,880min,Auto-generated MTN recommendation,Airtime
8061120271,24.67,18,True,1.63gb,10.89gb,43.57gb,22.28gb,55min,220min,1100min,Auto-generated MTN recommendation,Data
9037246035,0.21,262,True,952mb,6.03gb,29.22gb,131mb,45min,180min,720min,Auto-generated MTN recommendation,Data
9064152511,0.05,382,False,1.93gb,13.42gb,60.81gb,15mb,45min,315min,1260min,Auto-generated MTN recommendation,Data
8066402492,1.99,138,True,1.88gb,11.43gb,48.97gb,1.73gb,39min,234min,1170min,Auto-generated MTN recommendation,Data
9067190413,0.19,198,False,41mb,204mb,1007mb,28mb,38min,266min,798min,Auto-generated MTN recommendation,None
7035244223,1.94,86,True,1.25gb,5.69gb,27.78gb,563mb,16min,80min,400min,Auto-generated MTN recommendation,Airtime
8035201629,23.73,16,False,1.25gb,7.44gb,33.27gb,2.9gb,53min,318min,954min,Auto-generated MTN recommendation,Data
8069004521,2.22,150,True,1.42gb,8.99gb,32.94gb,1.74gb,4min,16min,80min,Auto-generated MTN recommendation,Data
7031285501,13.47,28,True,1.99gb,13.7gb,66.58gb,4.26gb,35min,210min,840min,Auto-generated MTN recommendation,Data
9032220762,0.22,153,False,1.9gb,9.79gb,29.87gb,209mb,59min,295min,1475min,Auto-generated MTN recommendation,Airtime
7063038979,0.72,145,True,942mb,5.65gb,24.18gb,290mb,34min,204min,816min,Auto-generated MTN recommendation,Data
8166573943,6.18,119,True,754mb,3.8gb,12.92gb,31mb,19min,95min,475min,Auto-generated MTN recommendation,None
8169687094,5.18,43,True,288mb,1.23gb,6.04gb,3.06gb,22min,132min,660min,Auto-generated MTN recommendation,Airtime
8034888153,0.12,363,True,1.02gb,4.68gb,15.16gb,9mb,30min,150min,600min,Auto-generated MTN recommendation,Data
8165679572,7.97,112,True,1.04gb,7.1gb,22.77gb,3.07gb,39min,195min,975min,Auto-generated MTN recommendation,Airtime
8035743825,3.19,72,True,1.5gb,8.0gb,31.14gb,520mb,39min,273min,819min,Auto-generated MTN recommendation,Data
9034967099,0.77,118,True,794mb,4.45gb,15.79gb,185mb,18min,126min,630min,Auto-generated MTN recommendation,None
7038241152,7.09,73,False,1.66gb,10.85gb,47.32gb,5.54gb,20min,140min,420min,Auto-generated MTN recommendation,Airtime
8032737757,3.72,78,True,1.34gb,9.32gb,34.51gb,3.05gb,6min,24min,72min,Auto-generated MTN recommendation,None
9034977907,18.17,53,True,1.49gb,10.23gb,40.39gb,14.81gb,55min,220min,660min,Auto-generated MTN recommendation,Airtime
9061690029,3.99,33,True,416mb,1.85gb,7.97gb,84mb,13min,65min,195min,Auto-generated MTN recommendation,None
7037724841,2.35,94,True,1.48gb,6.47gb,29.19gb,1.74gb,54min,270min,810min,Auto-generated MTN recommendation,Airtime
7038990082,0.22,100,False,606mb,4.0gb,19.17gb,206mb,45min,225min,1125min,Auto-generated MTN recommendation,Airtime
8037993975,1.87,92,False,1.09gb,5.61gb,18.25gb,155mb,5min,20min,60min,Auto-generated MTN recommendation,Airtime
9066860309,0.2,163,True,97mb,517mb,1.69gb,120mb,42min,168min,672min,Auto-generated MTN recommendation,Airtime
7031308252,0.63,96,True,1.38gb,8.09gb,33.99gb,530mb,6min,36min,180min,Auto-generated MTN recommendation,None
9065109065,6.35,51,False,704mb,4.29gb,15.6gb,2.31gb,0min,0min,0min,Auto-generated MTN recommendation,Airtime
7061698712,1.73,93,True,1.81gb,9.0gb,32.06gb,189mb,54min,324min,972min,Auto-generated MTN recommendation,Data
8138134404,5.7,67,False,873mb,4.22gb,12.81gb,5.34gb,41min,287min,861min,Auto-generated MTN recommendation,Data
9038616000,6.49,72,True,578mb,2.86gb,11.05gb,3.11gb,41min,246min,738min,Auto-generated MTN recommendation,Airtime
8069550113,2.64,56,True,90mb,493mb,2.23gb,2.08gb,4min,16min,48min,Auto-generated MTN recommendation,Airtime
9061981831,0.14,298,False,1.14gb,5.59gb,25.77gb,25mb,2min,12min,36min,Auto-generated MTN recommendation,Data
8137175935,1.13,97,True,1.41gb,9.22gb,36.24gb,689mb,10min,70min,350min,Auto-generated MTN recommendation,Data
8067498720,1.19,128,True,1.4gb,6.09gb,24.45gb,132mb,36min,144min,720min,Auto-generated MTN recommendation,Airtime
8038549449,0.08,113,False,1.38gb,5.68gb,24.74gb,18mb,58min,348min,1044min,Auto-generated MTN recommendation,Data
7068633618,0.2,323,False,1.04gb,6.2gb,25.13gb,179mb,36min,216min,1080min,Auto-generated MTN recommendation,None
8161335862,1.47,63,False,724mb,4.02gb,16.96gb,488mb,46min,322min,1610min,Auto-generated MTN recommendation,Data
8069161247,0.8,118,False,1.17gb,6.92gb,23.06gb,165mb,22min,88min,440min,Auto-generated MTN recommendation,None
7061770150,0.23,100,True,1.13gb,5.2gb,24.28gb,118mb,0min,0min,0min,Auto-generated MTN recommendation,Data
8061659688,0.08,158,False,1.43gb,7.28gb,28.58gb,46mb,28min,140min,420min,Auto-generated MTN recommendation,Data
8032318106,0.13,294,True,1.33gb,6.62gb,29.34gb,112mb,54min,378min,1134min,Auto-generated MTN recommendation,None
7068385829,7.32,75,False,1.17gb,6.95gb,31.04gb,4.73gb,19min,76min,228min,Auto-generated MTN recommendation,Data
7061863374,0.14,313,False,448mb,2.83gb,13.91gb,45mb,42min,210min,1050min,Auto-generated MTN recommendation,None
7064734305,6.65,105,False,1.54gb,8.07gb,36.4gb,5.05gb,56min,336min,1680min,Auto-generated MTN recommendation,Airtime
8069398488,0.1,254,False,790mb,3.69gb,13.96gb,73mb,26min,182min,546min,Auto-generated MTN recommendation,Data
8139370394,17.03,71,False,604mb,3.86gb,14.12gb,963mb,42min,252min,1008min,Auto-generated MTN recommendation,Airtime
8039606750,0.02,280,True,264mb,1.41gb,5.15gb,4mb,41min,164min,492min,Auto-generated MTN recommendation,Data
8135139885,0.28,305,True,1.25gb,5.52gb,21.51gb,171mb,11min,77min,385min,Auto-generated MTN recommendation,None
9034234935,2.58,142,False,1.23gb,7.85gb,23.75gb,262mb,17min,85min,425min,Auto-generated MTN recommendation,None
8061125645,7.79,97,True,1.46gb,7.75gb,24.44gb,4.09gb,10min,50min,150min,Auto-generated MTN recommendation,Airtime
8034866240,1.59,94,False,826mb,4.54gb,20.47gb,484mb,17min,119min,357min,Auto-generated MTN recommendation,Airtime
9062223460,0.52,70,True,53mb,338mb,1.17gb,491mb,21min,84min,336min,Auto-generated MTN recommendation,Data
